"","Year","State","what","unit","how","Category","chemi_type","ferti_info","chemi_info","Value"
"851",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","HERBICIDE","","(2,4-D",0
"852",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","HERBICIDE","","(GLYPHOSATE ISO. SALT = 103601)",0
"853",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","HERBICIDE","","(GLYPHOSATE POT. SALT = 103613)",0
"854",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","HERBICIDE","","(PARAQUAT = 61601)",0
"855",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(ABAMECTIN = 122804)",4.1
"856",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(ACETAMIPRID = 99050)",1.3
"857",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(BIFENAZATE = 586)",4.7
"858",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(BIFENTHRIN = 128825)",1.5
"859",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(BT KURSTAKI ABTS-351 = 6522)",0
"860",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(CHLORANTRANILIPROLE = 90100)",1.2
"861",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(CYANTRANILIPROLE = 90098)",0
"862",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(CYFLUMETOFEN = 138831)",0
"863",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(CYPERMETHRIN = 109702)",0
"864",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(FENPYROXIMATE = 129131)",0
"865",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(HEXYTHIAZOX = 128849)",0
"866",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(IMIDACLOPRID = 129099)",0
"867",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(MALATHION = 57701)",0
"868",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(METHOXYFENOZIDE = 121027)",0
"869",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(NALED = 34401)",0
"870",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(NOVALURON = 124002)",3.2
"871",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(SPINETORAM = 110007)",1.8
"872",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(SPIROMESIFEN = 24875)",0
"873",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","INSECTICIDE","","(THIAMETHOXAM = 60109)",1.8
"874",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(ACIBENZOLAR-S-METHYL = 61402)",0
"875",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(ALKYL. DIM. BENZ. AM = 69105)",0
"876",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(CHLOROPICRIN = 81501)",0
"877",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(DECYLDIMETHYLOCTYL = 69165)",0
"878",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(DICHLOROPROPENE = 29001)",0
"879",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(DIDECYL DIM. AMMON. = 69166)",0
"880",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(DIMETHYLDIOCTYL = 69149)",0
"881",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(FLUTRIAFOL = 128940)",0
"882",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(HYDROGEN PEROXIDE = 595)",0
"883",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(PEROXYACETIC ACID = 63201)",0
"884",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","CHEMICAL","OTHER","","(REYNOUTRIA SACHALINE = 55809)",0
"885",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","FERTILIZER","","(NITROGEN)","",28.7
"886",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","FERTILIZER","","(PHOSPHATE)","",18.6
"887",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","FERTILIZER","","(POTASH)","",25.2
"888",2019,"FLORIDA","BEARING - APPLICATIONS","NUMBER"," AVG","FERTILIZER","","(SULFUR)","",0
"889",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(AZOXYSTROBIN = 128810)",29
"890",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(BACILLUS SUBTILIS = 6479)",0
"891",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(CAPTAN = 81301)",88
"892",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(COPPER CHLORIDE HYD. = 23501)",0
"893",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(COPPER HYDROXIDE = 23401)",0
"894",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(CYFLUFENAMID = 555550)",0
"895",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(CYPRODINIL = 288202)",64
"896",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(DIFENOCONAZOLE = 128847)",0
"897",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(DODINE = 44301)",0
"898",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(FENHEXAMID = 90209)",0
"899",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(FLUDIOXONIL = 71503)",64
"900",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(FLUTOLANIL = 128975)",0
"901",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(FLUXAPYROXAD = 138009)",0
"902",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(FOSETYL-AL = 123301)",0
"903",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(ISOFETAMID = 270000)",0
"904",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(MEFENOXAM = 113502)",0
"905",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(MONO-POTASSIUM SALT = 76416)",0
"906",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(MYCLOBUTANIL = 128857)",0
"907",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(PENTHIOPYRAD = 90112)",0
"908",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(PYRACLOSTROBIN = 99100)",0
"909",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(PYRIMETHANIL = 288201)",0
"910",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(SULFUR = 77501)",0
"911",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(TETRACONAZOLE = 120603)",0
"912",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(THIOPHANATE-METHYL = 102001)",21
"913",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(THIRAM = 79801)",54
"914",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(TOTAL)",95
"915",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","FUNGICIDE","","(TRIFLUMIZOLE = 128879)",0
"916",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","HERBICIDE","","(2,4-D",0
"917",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","HERBICIDE","","(2,4-D",0
"918",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","HERBICIDE","","(GLYPHOSATE ISO. SALT = 103601)",0
"919",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","HERBICIDE","","(GLYPHOSATE POT. SALT = 103613)",0
"920",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","HERBICIDE","","(PARAQUAT = 61601)",0
"921",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","HERBICIDE","","(TOTAL)",15
"922",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(ABAMECTIN = 122804)",18
"923",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(ACETAMIPRID = 99050)",13
"924",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(BIFENAZATE = 586)",11
"925",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(BIFENTHRIN = 128825)",35
"926",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(BT KURSTAKI ABTS-351 = 6522)",0
"927",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(CHLORANTRANILIPROLE = 90100)",16
"928",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(CYANTRANILIPROLE = 90098)",0
"929",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(CYFLUMETOFEN = 138831)",0
"930",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(CYPERMETHRIN = 109702)",0
"931",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(FENPYROXIMATE = 129131)",0
"932",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(HEXYTHIAZOX = 128849)",0
"933",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(IMIDACLOPRID = 129099)",0
"934",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(MALATHION = 57701)",0
"935",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(METHOXYFENOZIDE = 121027)",0
"936",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(NALED = 34401)",0
"937",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(NOVALURON = 124002)",46
"938",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(SPINETORAM = 110007)",55
"939",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(SPIROMESIFEN = 24875)",0
"940",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(THIAMETHOXAM = 60109)",16
"941",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","INSECTICIDE","","(TOTAL)",97
"942",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(ACIBENZOLAR-S-METHYL = 61402)",0
"943",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(ALKYL. DIM. BENZ. AM = 69105)",0
"944",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(CHLOROPICRIN = 81501)",0
"945",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(DECYLDIMETHYLOCTYL = 69165)",0
"946",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(DICHLOROPROPENE = 29001)",0
"947",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(DIDECYL DIM. AMMON. = 69166)",0
"948",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(DIMETHYLDIOCTYL = 69149)",0
"949",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(FLUTRIAFOL = 128940)",0
"950",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(HYDROGEN PEROXIDE = 595)",0
"951",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(PEROXYACETIC ACID = 63201)",0
"952",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(REYNOUTRIA SACHALINE = 55809)",0
"953",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","CHEMICAL","OTHER","","(TOTAL)",17
"954",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(NITROGEN)","",83
"955",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(PHOSPHATE)","",52
"956",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(POTASH)","",91
"957",2019,"FLORIDA","BEARING - TREATED","PCT OF AREA BEARING"," AVG","FERTILIZER","","(SULFUR)","",0
"958",2019,"FLORIDA","FRESH MARKET - PRODUCTION","$","","TOTAL","","","",0
"959",2019,"FLORIDA","FRESH MARKET - UTILIZED - PRODUCTION","CWT","","TOTAL","","","",0
"960",2019,"FLORIDA","NOT SOLD - PRODUCTION","CWT","","TOTAL","","","",0
"961",2019,"FLORIDA","PROCESSING - PRODUCTION","$","","TOTAL","","","",0
"962",2019,"FLORIDA","PROCESSING","CWT","","TOTAL","","","",0
"963",2019,"FLORIDA","UTILIZED - PRODUCTION","CWT","","TOTAL","","","",2020000
"964",2019,"OTHER STATES","FRESH MARKET - PRODUCTION","$","","TOTAL","","","",2265910000
"965",2019,"OTHER STATES","FRESH MARKET - UTILIZED - PRODUCTION","CWT","","TOTAL","","","",17530000
"966",2019,"OTHER STATES","PROCESSING - PRODUCTION","$","","TOTAL","","","",262610000
"967",2019,"OTHER STATES","PROCESSING","CWT","","TOTAL","","","",4970000
"968",2018,"CALIFORNIA"," ACRES HARVESTED","","","TOTAL","","","",35300
"969",2018,"CALIFORNIA"," ACRES PLANTED","","","TOTAL","","","",35300
"970",2018,"CALIFORNIA"," PRODUCTION","$","","TOTAL","","","",2086077000
"971",2018,"CALIFORNIA"," PRODUCTION","CWT","","TOTAL","","","",23298000
"972",2018,"CALIFORNIA"," YIELD","CWT / ACRE","","TOTAL","","","",660
"973",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(AZOXYSTROBIN = 128810)",1100
"974",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)",0
"975",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",0
"976",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BACILLUS PUMILUS = 6485)",0
"977",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BACILLUS SUBTILIS = 6479)",0
"978",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BLAD = 30006)",0
"979",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BORAX DECAHYDRATE = 11102)",0
"980",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(BOSCALID = 128008)",1800
"981",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(CAPTAN = 81301)",94800
"982",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(COPPER HYDROXIDE = 23401)",0
"983",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(COPPER OCTANOATE = 23306)",0
"984",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(CYFLUFENAMID = 555550)",100
"985",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(CYPRODINIL = 288202)",4900
"986",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(DIFENOCONAZOLE = 128847)",0
"987",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FENHEXAMID = 90209)",3100
"988",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FLUDIOXONIL = 71503)",3300
"989",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FLUOPYRAM = 80302)",1600
"990",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FLUXAPYROXAD = 138009)",1100
"991",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(FOSETYL-AL = 123301)",0
"992",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(IPRODIONE = 109801)",0
"993",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(ISOFETAMID = 270000)",0
"994",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(MEFENOXAM = 113502)",2000
"995",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(MYCLOBUTANIL = 128857)",1100
"996",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PENTHIOPYRAD = 90112)",2900
"997",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(POLYOXIN D ZINC SALT = 230000)",300
"998",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(POTASSIUM BICARBON. = 73508)",15200
"999",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PROPICONAZOLE = 122101)",1000
"1000",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PYRACLOSTROBIN = 99100)",2300
"1001",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(PYRIMETHANIL = 288201)",2800
"1002",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(QUINOLINE = 55459)",900
"1003",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(STREPTOMYCES LYDICUS = 6327)",0
"1004",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(SULFUR = 77501)",298200
"1005",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(TETRACONAZOLE = 120603)",400
"1006",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(THIOPHANATE-METHYL = 102001)",1100
"1007",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(THIRAM = 79801)",20100
"1008",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(TOTAL)",466900
"1009",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(TRIFLOXYSTROBIN = 129112)",2000
"1010",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","FUNGICIDE","","(TRIFLUMIZOLE = 128879)",1900
"1011",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(FLUMIOXAZIN = 129034)",100
"1012",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(GLYPHOSATE ISO. SALT = 103601)",0
"1013",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(GLYPHOSATE POT. SALT = 103613)",0
"1014",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(NAPROPAMIDE = 103001)",0
"1015",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(OXYFLUORFEN = 111601)",800
"1016",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(PENDIMETHALIN = 108501)",2700
"1017",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(SULFENTRAZONE = 129081)",0
"1018",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","HERBICIDE","","(TOTAL)",7200
"1019",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(ABAMECTIN = 122804)",200
"1020",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(ACEQUINOCYL = 6329)",1400
"1021",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(ACETAMIPRID = 99050)",1200
"1022",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(AZADIRACHTIN = 121701)",600
"1023",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BIFENAZATE = 586)",5100
"1024",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BIFENTHRIN = 128825)",1100
"1025",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BT KURSTAK ABTS-1857 = 6523)",0
"1026",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BT KURSTAKI ABTS-351 = 6522)",0
"1027",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BT KURSTAKI SA-11 = 6519)",0
"1028",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BT SUB AIZAWAI GC-91 = 6426)",0
"1029",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BUPROFEZIN = 275100)",0
"1030",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)",0
"1031",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(CARBARYL = 56801)",0
"1032",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(CHLORANTRANILIPROLE = 90100)",600
"1033",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(CHLORPYRIFOS = 59101)",0
"1034",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",0
"1035",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(CYANTRANILIPROLE = 90098)",0
"1036",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","",1800
"1037",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(DIAZINON = 57801)",0
"1038",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(EMAMECTIN BENZOATE = 122806)",0
"1039",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(ETOXAZOLE = 107091)",0
"1040",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(FENBUTATIN-OXIDE = 104601)",0
"1041",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(FENPROPATHRIN = 127901)",1100
"1042",2018,"CALIFORNIA","BEARING - APPLICATIONS","LB","","CHEMICAL","INSECTICIDE","","(FENPYROXIMATE = 129131)",100
